station_id,time_h0,value_h0,time_h-5,value_h-5,time_h-35,value_h-35,alert_d+1,value_d+1
7001,12,26.0,17,10.0,47,9.0,False,29.0
7001,36,29.0,41,40.0,71,57.0,False,67.0
7001,60,67.0,65,66.0,95,40.0,False,65.0
7001,84,65.0,89,46.0,119,43.0,False,19.0
7001,108,19.0,113,4.0,143,6.0,False,13.0
7001,132,13.0,137,33.0,167,45.0,False,8.0
7001,156,8.0,161,3.0,191,61.0,False,81.0
7001,180,81.0,185,74.0,215,56.0,False,74.0
7001,204,74.0,209,61.0,239,59.0,False,66.0
7001,228,66.0,233,61.0,263,53.0,False,78.0
7001,252,78.0,257,34.0,287,39.0,False,36.0
7001,276,36.0,281,23.0,311,67.0,False,74.0
7001,300,74.0,305,53.0,335,33.0,False,79.0
7001,324,79.0,329,33.0,359,48.0,False,62.0
7001,348,62.0,353,62.0,383,52.0,False,59.0
7001,372,59.0,377,67.0,407,51.0,False,71.0
7001,396,71.0,401,24.0,431,45.0,False,39.0
7001,420,39.0,425,24.0,455,15.0,False,14.0
7001,444,14.0,449,27.0,479,10.0,False,10.0
7001,468,10.0,473,6.0,503,44.0,False,41.0
7001,492,41.0,497,20.0,527,2.0,False,11.0
7001,516,11.0,521,6.0,551,45.0,False,16.0
7001,540,16.0,545,32.0,575,72.0,False,13.0
7001,564,13.0,569,66.0,599,67.0,False,73.0
7001,588,73.0,593,71.0,623,59.0,False,72.0
7001,612,72.0,617,66.0,647,66.0,False,72.0
7001,636,72.0,641,61.0,671,66.0,False,69.0
7001,660,69.0,665,78.0,695,85.0,False,78.0
7001,684,78.0,689,78.0,719,38.0,False,87.0
7001,708,87.0,713,79.0,743,66.0,False,68.0
7001,732,68.0,737,75.0,767,73.0,False,73.0
7001,756,73.0,761,73.0,791,60.0,False,77.0
7001,780,77.0,785,70.0,815,71.0,False,20.0
7001,804,20.0,809,40.0,839,51.0,False,55.0
7001,828,55.0,833,52.0,863,44.0,False,51.0
7001,852,51.0,857,57.0,887,54.0,False,40.0
7001,876,40.0,881,51.0,911,48.0,False,51.0
7001,900,51.0,905,58.0,935,73.0,False,63.0
7001,924,63.0,929,74.0,959,63.0,False,77.0
7001,948,77.0,953,48.0,983,43.0,False,30.0
7001,972,30.0,977,18.0,1007,69.0,False,25.0
7001,996,25.0,1001,13.0,1031,60.0,False,34.0
7001,1020,34.0,1025,38.0,1055,66.0,False,85.0
7001,1044,85.0,1049,64.0,1079,42.0,False,87.0
7001,1068,87.0,1073,76.0,1103,73.0,False,65.0
