station_id,time_h0,value_h0,time_h-2,value_h-2,time_h-14,value_h-14,alert_d+1,value_d+1
7001,12,26.0,14,34.0,26,55.0,False,29.0
7001,36,29.0,38,12.0,50,11.0,False,67.0
7001,60,67.0,62,67.0,74,43.0,False,65.0
7001,84,65.0,86,59.0,98,47.0,False,19.0
7001,108,19.0,110,19.0,122,45.0,False,13.0
7001,132,13.0,134,68.0,146,9.0,False,8.0
7001,156,8.0,158,14.0,170,58.0,False,81.0
7001,180,81.0,182,80.0,194,57.0,False,74.0
7001,204,74.0,206,63.0,218,59.0,False,66.0
7001,228,66.0,230,62.0,242,61.0,False,78.0
7001,252,78.0,254,77.0,266,44.0,False,36.0
7001,276,36.0,278,22.0,290,37.0,False,74.0
7001,300,74.0,302,79.0,314,69.0,False,79.0
7001,324,79.0,326,75.0,338,46.0,False,62.0
7001,348,62.0,350,80.0,362,32.0,False,59.0
7001,372,59.0,374,76.0,386,61.0,False,71.0
7001,396,71.0,398,69.0,410,55.0,False,39.0
7001,420,39.0,422,46.0,434,44.0,False,14.0
7001,444,14.0,446,18.0,458,21.0,False,10.0
7001,468,10.0,470,11.0,482,17.0,False,41.0
7001,492,41.0,494,47.0,506,50.0,False,11.0
7001,516,11.0,518,15.0,530,10.0,False,16.0
7001,540,16.0,542,18.0,554,34.0,False,13.0
7001,564,13.0,566,50.0,578,69.0,False,73.0
7001,588,73.0,590,77.0,602,69.0,False,72.0
7001,612,72.0,614,64.0,626,48.0,False,72.0
7001,636,72.0,638,74.0,650,76.0,False,69.0
7001,660,69.0,662,72.0,674,84.0,False,78.0
7001,684,78.0,686,80.0,698,88.0,False,87.0
7001,708,87.0,710,80.0,722,30.0,False,68.0
7001,732,68.0,734,78.0,746,64.0,False,73.0
7001,756,73.0,758,77.0,770,64.0,False,77.0
7001,780,77.0,782,77.0,794,62.0,False,20.0
7001,804,20.0,806,58.0,818,62.0,False,55.0
7001,828,55.0,830,53.0,842,59.0,False,51.0
7001,852,51.0,854,53.0,866,40.0,False,40.0
7001,876,40.0,878,45.0,890,52.0,False,51.0
7001,900,51.0,902,55.0,914,53.0,False,63.0
7001,924,63.0,926,72.0,938,77.0,False,77.0
7001,948,77.0,950,82.0,962,59.0,False,30.0
7001,972,30.0,974,31.0,986,42.0,False,25.0
7001,996,25.0,998,41.0,1010,72.0,False,34.0
7001,1020,34.0,1022,56.0,1034,71.0,False,85.0
7001,1044,85.0,1046,96.0,1058,53.0,False,87.0
7001,1068,87.0,1070,85.0,1082,53.0,False,65.0
7001,1092,65.0,1094,71.0,1106,69.0,False,54.0
7001,1116,54.0,1118,74.0,1130,48.0,False,70.0
7001,1140,70.0,1142,63.0,1154,49.0,False,62.0
7001,1164,62.0,1166,65.0,1178,21.0,False,22.0
7001,1188,22.0,1190,61.0,1202,59.0,True,100.0
7001,1212,100.0,1214,103.0,1226,89.0,False,86.0
7001,1236,86.0,1238,84.0,1250,81.0,False,82.0
7001,1260,82.0,1262,83.0,1274,50.0,False,78.0
7001,1284,78.0,1286,80.0,1298,83.0,False,87.0
7001,1308,87.0,1310,88.0,1322,74.0,False,73.0
7001,1332,73.0,1334,82.0,1346,31.0,False,24.0
7001,1356,24.0,1358,34.0,1370,34.0,False,80.0
7001,1380,80.0,1382,81.0,1394,59.0,False,80.0
7001,1404,80.0,1406,86.0,1418,60.0,False,71.0
7001,1428,71.0,1430,69.0,1442,76.0,False,87.0
7001,1452,87.0,1454,86.0,1466,53.0,False,95.0
7001,1476,95.0,1478,96.0,1490,77.0,False,86.0
7001,1500,86.0,1502,85.0,1514,74.0,False,77.0
7001,1524,77.0,1526,84.0,1538,66.0,False,80.0
7001,1548,80.0,1550,86.0,1562,59.0,False,31.0
7001,1572,31.0,1574,37.0,1586,70.0,False,64.0
7001,1596,64.0,1598,92.0,1610,72.0,False,40.0
7001,1620,40.0,1622,38.0,1634,75.0,False,58.0
7001,1644,58.0,1646,80.0,1658,39.0,False,31.0
7001,1668,31.0,1670,71.0,1682,39.0,False,31.0
7001,1692,31.0,1694,86.0,1706,58.0,False,76.0
7001,1716,76.0,1718,76.0,1730,79.0,False,56.0
7001,1740,56.0,1742,53.0,1754,47.0,False,86.0
7001,1764,86.0,1766,94.0,1778,54.0,False,88.0
7001,1788,88.0,1790,91.0,1802,64.0,True,76.0
7001,1812,76.0,1814,105.0,1826,55.0,True,96.0
7001,1836,96.0,1838,103.0,1850,66.0,False,41.0
7001,1860,41.0,1862,62.0,1874,34.0,False,4.0
7001,1884,4.0,1886,11.0,1898,14.0,False,37.0
7001,1908,37.0,1910,29.0,1922,53.0,False,66.0
7001,1932,66.0,1934,65.0,1946,36.0,False,74.0
7001,1956,74.0,1958,78.0,1970,60.0,False,93.0
7001,1980,93.0,1982,89.0,1994,67.0,False,78.0
7001,2004,78.0,2006,84.0,2018,75.0,False,91.0
7001,2028,91.0,2030,87.0,2042,68.0,False,93.0
7001,2052,93.0,2054,96.0,2066,52.0,False,59.0
7001,2100,80.0,2102,75.0,2114,89.0,False,81.0
7001,2124,81.0,2126,82.0,2138,75.0,False,77.0
7001,2148,77.0,2150,86.0,2162,84.0,False,86.0
7001,2172,86.0,2174,90.0,2186,71.0,False,75.0
7001,2196,75.0,2198,80.0,2210,43.0,False,34.0
7001,2220,34.0,2222,45.0,2234,56.0,False,60.0
7001,2244,60.0,2246,62.0,2258,75.0,False,81.0
7001,2268,81.0,2270,92.0,2282,72.0,False,94.0
7001,2292,94.0,2294,99.0,2306,69.0,True,96.0
7001,2316,96.0,2318,102.0,2330,74.0,True,91.0
