station_id,time_h0,value_h0,time_h-8,value_h-8,time_h-17,value_h-17,alert_d+1,value_d+1
7001,12,26.0,20,14.0,29,52.0,False,29.0
7001,36,29.0,44,9.0,53,8.0,False,67.0
7001,60,67.0,68,59.0,77,23.0,False,65.0
7001,84,65.0,92,34.0,101,36.0,False,19.0
7001,108,19.0,116,16.0,125,36.0,False,13.0
7001,132,13.0,140,4.0,149,35.0,False,8.0
7001,156,8.0,164,44.0,173,79.0,False,81.0
7001,180,81.0,188,64.0,197,47.0,False,74.0
7001,204,74.0,212,59.0,221,59.0,False,66.0
7001,228,66.0,236,65.0,245,64.0,False,78.0
7001,252,78.0,260,38.0,269,48.0,False,36.0
7001,276,36.0,284,40.0,293,30.0,False,74.0
7001,300,74.0,308,63.0,317,77.0,False,79.0
7001,324,79.0,332,32.0,341,36.0,False,62.0
7001,348,62.0,356,63.0,365,55.0,False,59.0
7001,372,59.0,380,61.0,389,58.0,False,71.0
7001,396,71.0,404,26.0,413,56.0,False,39.0
7001,420,39.0,428,35.0,437,38.0,False,14.0
7001,444,14.0,452,22.0,461,23.0,False,10.0
7001,468,10.0,476,15.0,485,30.0,False,41.0
7001,492,41.0,500,31.0,509,21.0,False,11.0
7001,516,11.0,524,2.0,533,19.0,False,16.0
7001,540,16.0,548,36.0,557,34.0,False,13.0
7001,564,13.0,572,71.0,581,74.0,False,73.0
7001,588,73.0,596,71.0,605,72.0,False,72.0
7001,612,72.0,620,68.0,629,50.0,False,72.0
7001,636,72.0,644,47.0,653,65.0,False,69.0
7001,660,69.0,668,72.0,677,82.0,False,78.0
7001,684,78.0,692,76.0,701,85.0,False,87.0
7001,708,87.0,716,72.0,725,33.0,False,68.0
7001,732,68.0,740,78.0,749,62.0,False,73.0
7001,756,73.0,764,51.0,773,66.0,False,77.0
7001,780,77.0,788,47.0,797,51.0,False,20.0
7001,804,20.0,812,64.0,821,60.0,False,55.0
7001,828,55.0,836,45.0,845,58.0,False,51.0
7001,852,51.0,860,45.0,869,35.0,False,40.0
7001,876,40.0,884,55.0,893,51.0,False,51.0
7001,900,51.0,908,48.0,917,51.0,False,63.0
7001,924,63.0,932,75.0,941,67.0,False,77.0
7001,948,77.0,956,57.0,965,62.0,False,30.0
7001,972,30.0,980,21.0,989,50.0,False,25.0
7001,996,25.0,1004,55.0,1013,64.0,False,34.0
7001,1020,34.0,1028,48.0,1037,71.0,False,85.0
7001,1044,85.0,1052,53.0,1061,42.0,False,87.0
7001,1068,87.0,1076,51.0,1085,50.0,False,65.0
7001,1092,65.0,1100,63.0,1109,49.0,False,54.0
7001,1116,54.0,1124,35.0,1133,15.0,False,70.0
7001,1140,70.0,1148,54.0,1157,51.0,False,62.0
7001,1164,62.0,1172,42.0,1181,25.0,False,22.0
7001,1188,22.0,1196,63.0,1205,49.0,True,100.0
7001,1212,100.0,1220,94.0,1229,81.0,False,86.0
7001,1236,86.0,1244,81.0,1253,81.0,False,82.0
7001,1260,82.0,1268,55.0,1277,49.0,False,78.0
7001,1284,78.0,1292,84.0,1301,85.0,False,87.0
7001,1308,87.0,1316,79.0,1325,68.0,False,73.0
7001,1332,73.0,1340,35.0,1349,6.0,False,24.0
7001,1356,24.0,1364,3.0,1373,79.0,False,80.0
7001,1380,80.0,1388,71.0,1397,59.0,False,80.0
7001,1404,80.0,1412,55.0,1421,65.0,False,71.0
7001,1428,71.0,1436,67.0,1445,76.0,False,87.0
7001,1452,87.0,1460,92.0,1469,70.0,False,95.0
7001,1476,95.0,1484,38.0,1493,84.0,False,86.0
7001,1500,86.0,1508,86.0,1517,67.0,False,77.0
7001,1524,77.0,1532,79.0,1541,56.0,False,80.0
7001,1548,80.0,1556,42.0,1565,62.0,False,31.0
7001,1572,31.0,1580,49.0,1589,66.0,False,64.0
7001,1596,64.0,1604,66.0,1613,71.0,False,40.0
7001,1620,40.0,1628,28.0,1637,61.0,False,58.0
7001,1644,58.0,1652,37.0,1661,30.0,False,31.0
7001,1668,31.0,1676,32.0,1685,31.0,False,31.0
7001,1692,31.0,1700,44.0,1709,29.0,False,76.0
7001,1716,76.0,1724,72.0,1733,82.0,False,56.0
7001,1740,56.0,1748,53.0,1757,35.0,False,86.0
7001,1764,86.0,1772,74.0,1781,38.0,False,88.0
7001,1788,88.0,1796,55.0,1805,56.0,True,76.0
7001,1812,76.0,1820,88.0,1829,42.0,True,96.0
7001,1836,96.0,1844,62.0,1853,55.0,False,41.0
7001,1860,41.0,1868,37.0,1877,21.0,False,4.0
7001,1884,4.0,1892,18.0,1901,9.0,False,37.0
7001,1908,37.0,1916,68.0,1925,59.0,False,66.0
