,date,Organisme,Station,Valeur,idPolair,timestamp,alerte
446975,2015-01-09 23:00:00+00:00,7,9,54.0,7009,1420844400.0,False
446976,2015-01-10 00:00:00+00:00,7,9,58.0,7009,1420848000.0,False
446977,2015-01-10 01:00:00+00:00,7,9,58.0,7009,1420851600.0,False
446978,2015-01-10 02:00:00+00:00,7,9,58.0,7009,1420855200.0,False
446979,2015-01-10 03:00:00+00:00,7,9,59.0,7009,1420858800.0,False
446980,2015-01-10 04:00:00+00:00,7,9,60.0,7009,1420862400.0,False
446981,2015-01-10 05:00:00+00:00,7,9,59.0,7009,1420866000.0,False
446982,2015-01-10 06:00:00+00:00,7,9,57.0,7009,1420869600.0,False
446983,2015-01-10 07:00:00+00:00,7,9,53.0,7009,1420873200.0,False
446984,2015-01-10 08:00:00+00:00,7,9,52.0,7009,1420876800.0,False
446985,2015-01-10 09:00:00+00:00,7,9,57.0,7009,1420880400.0,False
446986,2015-01-10 10:00:00+00:00,7,9,52.0,7009,1420884000.0,False
446987,2015-01-10 11:00:00+00:00,7,9,56.0,7009,1420887600.0,False
446988,2015-01-10 12:00:00+00:00,7,9,61.0,7009,1420891200.0,False
446989,2015-01-10 13:00:00+00:00,7,9,61.0,7009,1420894800.0,False
446990,2015-01-10 14:00:00+00:00,7,9,60.0,7009,1420898400.0,False
446991,2015-01-10 15:00:00+00:00,7,9,61.0,7009,1420902000.0,False
446992,2015-01-10 16:00:00+00:00,7,9,55.0,7009,1420905600.0,False
446993,2015-01-10 17:00:00+00:00,7,9,58.0,7009,1420909200.0,False
446994,2015-01-10 18:00:00+00:00,7,9,58.0,7009,1420912800.0,False
446995,2015-01-10 19:00:00+00:00,7,9,52.0,7009,1420916400.0,False
446996,2015-01-10 20:00:00+00:00,7,9,58.0,7009,1420920000.0,False
446997,2015-01-10 21:00:00+00:00,7,9,64.0,7009,1420923600.0,False
446998,2015-01-10 22:00:00+00:00,7,9,61.0,7009,1420927200.0,False
446999,2015-01-10 23:00:00+00:00,7,9,61.0,7009,1420930800.0,False
447000,2015-01-11 00:00:00+00:00,7,9,59.0,7009,1420934400.0,False
447001,2015-01-11 01:00:00+00:00,7,9,58.0,7009,1420938000.0,False
447002,2015-01-11 02:00:00+00:00,7,9,60.0,7009,1420941600.0,False
447003,2015-01-11 03:00:00+00:00,7,9,61.0,7009,1420945200.0,False
447004,2015-01-11 04:00:00+00:00,7,9,63.0,7009,1420948800.0,False
447005,2015-01-11 05:00:00+00:00,7,9,65.0,7009,1420952400.0,False
447006,2015-01-11 06:00:00+00:00,7,9,71.0,7009,1420956000.0,False
447007,2015-01-11 07:00:00+00:00,7,9,71.0,7009,1420959600.0,False
447008,2015-01-11 08:00:00+00:00,7,9,69.0,7009,1420963200.0,False
447009,2015-01-11 09:00:00+00:00,7,9,66.0,7009,1420966800.0,False
447010,2015-01-11 10:00:00+00:00,7,9,64.0,7009,1420970400.0,False
447011,2015-01-11 11:00:00+00:00,7,9,73.0,7009,1420974000.0,False
447012,2015-01-11 12:00:00+00:00,7,9,74.0,7009,1420977600.0,False
447013,2015-01-11 13:00:00+00:00,7,9,75.0,7009,1420981200.0,False
447014,2015-01-11 14:00:00+00:00,7,9,74.0,7009,1420984800.0,False
447015,2015-01-11 15:00:00+00:00,7,9,71.0,7009,1420988400.0,False
447016,2015-01-11 16:00:00+00:00,7,9,68.0,7009,1420992000.0,False
447017,2015-01-11 17:00:00+00:00,7,9,63.0,7009,1420995600.0,False
447018,2015-01-11 18:00:00+00:00,7,9,43.0,7009,1420999200.0,False
447019,2015-01-11 19:00:00+00:00,7,9,32.0,7009,1421002800.0,False
447020,2015-01-11 20:00:00+00:00,7,9,28.0,7009,1421006400.0,False
447021,2015-01-11 21:00:00+00:00,7,9,14.0,7009,1421010000.0,False
447022,2015-01-11 22:00:00+00:00,7,9,28.0,7009,1421013600.0,False
447023,2015-01-11 23:00:00+00:00,7,9,26.0,7009,1421017200.0,False
447024,2015-01-12 00:00:00+00:00,7,9,15.0,7009,1421020800.0,False
447025,2015-01-12 01:00:00+00:00,7,9,10.0,7009,1421024400.0,False
447026,2015-01-12 02:00:00+00:00,7,9,18.0,7009,1421028000.0,False
447027,2015-01-12 03:00:00+00:00,7,9,17.0,7009,1421031600.0,False
447028,2015-01-12 04:00:00+00:00,7,9,11.0,7009,1421035200.0,False
447029,2015-01-12 05:00:00+00:00,7,9,4.0,7009,1421038800.0,False
447030,2015-01-12 06:00:00+00:00,7,9,2.0,7009,1421042400.0,False
447031,2015-01-12 07:00:00+00:00,7,9,2.0,7009,1421046000.0,False
447032,2015-01-12 08:00:00+00:00,7,9,2.0,7009,1421049600.0,False
447033,2015-01-12 09:00:00+00:00,7,9,3.0,7009,1421053200.0,False
447034,2015-01-12 10:00:00+00:00,7,9,8.0,7009,1421056800.0,False
447035,2015-01-12 11:00:00+00:00,7,9,14.0,7009,1421060400.0,False
447036,2015-01-12 12:00:00+00:00,7,9,27.0,7009,1421064000.0,False
447037,2015-01-12 13:00:00+00:00,7,9,29.0,7009,1421067600.0,False
447038,2015-01-12 14:00:00+00:00,7,9,23.0,7009,1421071200.0,False
447039,2015-01-12 15:00:00+00:00,7,9,13.0,7009,1421074800.0,False
447040,2015-01-12 16:00:00+00:00,7,9,6.0,7009,1421078400.0,False
447041,2015-01-12 17:00:00+00:00,7,9,3.0,7009,1421082000.0,False
447042,2015-01-12 18:00:00+00:00,7,9,12.0,7009,1421085600.0,False
447043,2015-01-12 19:00:00+00:00,7,9,48.0,7009,1421089200.0,False
447044,2015-01-12 20:00:00+00:00,7,9,73.0,7009,1421092800.0,False
447045,2015-01-12 21:00:00+00:00,7,9,75.0,7009,1421096400.0,False
447046,2015-01-12 22:00:00+00:00,7,9,22.0,7009,1421100000.0,False
447047,2015-01-12 23:00:00+00:00,7,9,6.0,7009,1421103600.0,False
447048,2015-01-13 00:00:00+00:00,7,9,8.0,7009,1421107200.0,False
447049,2015-01-13 01:00:00+00:00,7,9,6.0,7009,1421110800.0,False
447050,2015-01-13 02:00:00+00:00,7,9,9.0,7009,1421114400.0,False
447051,2015-01-13 03:00:00+00:00,7,9,26.0,7009,1421118000.0,False
447052,2015-01-13 04:00:00+00:00,7,9,9.0,7009,1421121600.0,False
447053,2015-01-13 05:00:00+00:00,7,9,8.0,7009,1421125200.0,False
447054,2015-01-13 06:00:00+00:00,7,9,3.0,7009,1421128800.0,False
447055,2015-01-13 07:00:00+00:00,7,9,2.0,7009,1421132400.0,False
447056,2015-01-13 08:00:00+00:00,7,9,2.0,7009,1421136000.0,False
447057,2015-01-13 09:00:00+00:00,7,9,4.0,7009,1421139600.0,False
447058,2015-01-13 10:00:00+00:00,7,9,13.0,7009,1421143200.0,False
447059,2015-01-13 11:00:00+00:00,7,9,50.0,7009,1421146800.0,False
447060,2015-01-13 12:00:00+00:00,7,9,67.0,7009,1421150400.0,False
447061,2015-01-13 13:00:00+00:00,7,9,70.0,7009,1421154000.0,False
447062,2015-01-13 14:00:00+00:00,7,9,71.0,7009,1421157600.0,False
447063,2015-01-13 15:00:00+00:00,7,9,71.0,7009,1421161200.0,False
447064,2015-01-13 16:00:00+00:00,7,9,64.0,7009,1421164800.0,False
447065,2015-01-13 17:00:00+00:00,7,9,57.0,7009,1421168400.0,False
447066,2015-01-13 18:00:00+00:00,7,9,51.0,7009,1421172000.0,False
447067,2015-01-13 19:00:00+00:00,7,9,60.0,7009,1421175600.0,False
447068,2015-01-13 20:00:00+00:00,7,9,59.0,7009,1421179200.0,False
447069,2015-01-13 21:00:00+00:00,7,9,66.0,7009,1421182800.0,False
447070,2015-01-13 22:00:00+00:00,7,9,66.0,7009,1421186400.0,False
447071,2015-01-13 23:00:00+00:00,7,9,66.0,7009,1421190000.0,False
447072,2015-01-14 00:00:00+00:00,7,9,65.0,7009,1421193600.0,False
447073,2015-01-14 01:00:00+00:00,7,9,69.0,7009,1421197200.0,False
447074,2015-01-14 02:00:00+00:00,7,9,69.0,7009,1421200800.0,False
447075,2015-01-14 03:00:00+00:00,7,9,73.0,7009,1421204400.0,False
447076,2015-01-14 04:00:00+00:00,7,9,74.0,7009,1421208000.0,False
447077,2015-01-14 05:00:00+00:00,7,9,74.0,7009,1421211600.0,False
447078,2015-01-14 06:00:00+00:00,7,9,72.0,7009,1421215200.0,False
447079,2015-01-14 07:00:00+00:00,7,9,65.0,7009,1421218800.0,False
447080,2015-01-14 08:00:00+00:00,7,9,63.0,7009,1421222400.0,False
447081,2015-01-14 09:00:00+00:00,7,9,70.0,7009,1421226000.0,False
447082,2015-01-14 10:00:00+00:00,7,9,74.0,7009,1421229600.0,False
447083,2015-01-14 11:00:00+00:00,7,9,76.0,7009,1421233200.0,False
447084,2015-01-14 12:00:00+00:00,7,9,73.0,7009,1421236800.0,False
